product_id,product_name,brand_name,rating,price_usd,ingredients,has_fragrance,has_alcohol,has_paraben,has_sulfate,has_essential_oil,has_retinol,has_formaldehyde,has_phthalate,has_mineral_oil,has_silicone,secondary_category,total_reviews,recommend_pct
P12336,Rose Face Mask,fresh,4.1884599418846,64.0,"['water, butylene glycol, glycerin, pentylene glycol, peg-60 hydrogenated castor oil, rosa centifolia flower, rosa damascena flower water, rosa damascena extract, cucumis sativus (cucumber) fruit extract, anthemis nobilis flower oil, camellia sinensis leaf extract, porphyridium cruentum extract, rosa damascena flower oil, aloe barbadensis leaf extract, aspalathus linearis leaf extract, faex (yeast extract), tocopherol, carbomer, tetrasodium edta, sodium hydroxide, maris aqua (sea water), caprylic/capric triglyceride, glyceryl acrylate/acrylic acid copolymer, sodium hyaluronate, caramel, maltodextrin, citric acid, sodium benzoate, potassium sorbate, phenoxyethanol, citronellol, geraniol.']",0,0,0,0,0,0,0,0,0,0,Masks,2409,0.30303030303030304
P12573,Intense Therapy Lip Balm SPF 25,Jack Black,4.68160311717228,10.0,"['beeswax, butyrospermum parkii (shea) butter, c 18-38 alkyl hydroxystearol stearate, camellia sinenesis (green tea) leaf extract, cyclohexasiloxane, cyclopentasiloxane, flavor, lanolin, microcrystalline wax, ozokerite, persea gratissima (avocado) oil, polyglyceryl 3 beeswax, theobroma cacao (cocoa) seed butter, tocopheryl acetate.']",0,0,0,0,0,0,0,0,0,1,Lip Balms & Treatments,3593,0.2162538268856109
P126301,Take The Day Off Cleansing Balm Makeup Remover,CLINIQUE,4.528725108720531,38.0,"['ethylhexyl palmitate, carthamus tinctorius (safflower) seed oil, caprylic/capric triglyceride, sorbeth-30 tetraoleate, polyethylene, peg-5 glyceryl triisostearate, water, tocopherol, phenoxyethanol.']",0,0,0,0,0,0,0,0,0,0,Cleansers,4369,0.49576562142366676
P139000,All About Clean Liquid Facial Soap,CLINIQUE,4.371923427529627,23.5,"['water\\aqua\\eau, sodium laureth sulfate, sodium chloride, cocamidopropyl hydroxysultaine, lauramidopropyl betaine, sodium cocoyl sarcosinate, tea-cocoyl glutamate, di-ppg-2 myreth-10 adipate, aloe barbadensis leaf juice, peg-120 methyl glucose dioleate, sucrose, sodium hyaluronate, cetyl triethylmonium dimethicone peg-8 succinate, butylene glycol, hexylene glycol, polyquaternium-7, laureth-2, caprylyl glycol, sodium sulfate, tocopheryl acetate, edta, disodium edta, phenoxyethanol.']",0,0,0,1,0,0,0,0,0,1,Cleansers,2194,0.14767547857793983
P164932,Minted Rose Lip Balm,Rosebud Perfume Co.,4.522463402322059,8.0,"['pure white petrolatum (surgical grade), cotton seed oil, peppermint oil, trade secret blend of essential oils and botanicals.']",0,0,0,0,1,0,0,0,1,0,Lip Balms & Treatments,1981,0.11155981827359919
P173619,Benefiance WrinkleResist24 Pure Retinol Express Smoothing Eye Mask,Shiseido,4.420841683366733,70.0,"['water, butylene glycol, pentaerythrityl tetraoctanoate, phenyl trimethicone glycerin dipropylene glycol, alcohol denat., betaine, peg-60 hydrogenated castor oil, tocopheryl acetate, squalane, xanthan gum, arginine hcl, magnesium ascorbyl phosphate, glucosyl hesperidin, ginseng extract, sodium acetylated hyaluronate, hydroxyproline, raspberry extract, sodium citrate, carbomer, bht, potassium hydroxide, retinol, polysorbate 20, citric acid, alcohol, trisodium edta, phenoxyethanol, methylparaben, fragrance, beta-carotene.']",1,1,1,0,0,1,0,0,0,0,Eye Care,499,0.342685370741483
P173622,Benefiance Pure Retinol Intensive Revitalizing Face Mask,Shiseido,4.45,70.0,"['water, butylene glycol, pentaerythrityl tetraethylhexanoate, diphenylsiloxy phenyl trimethicone, glycerin, dipropylene glycol, alcohol denat., betaine, peg-60 hydrogenated castor oil, phenoxyethanol, methylparaben, sodium citrate, carbomer, fragrance, bht, squalane, tocopheryl acetate, xanthan gum, potassium hydroxide, retinol, polysorbate 20, citric acid, alcohol, trisodium edta, arginine hcl, magnesium ascorbyl phosphate, glucosyl hesperidin, butylphenyl methylpropional, hexyl cinnamal, alpha-isomethyl ionone, linalool, limonene, citronellol, panax ginseng root extract, geraniol, sodium acetylated hyaluronate, hydroxyproline, rubus suavissimus (raspberry) leaf extract, chlorella vulgaris extract, beta-carotene (ci 75130).']",1,1,1,0,0,1,0,0,0,0,Masks,60,0.21666666666666667
P173652,Bio-Performance Advanced Super Revitalizing Cream,Shiseido,4.533519553072626,85.0,"['water (aqua),glycerin,butylene glycol,isododecane,isohexadecane,dimethicone,cetyl ethylhexanoate,hydrogenated polydecene,disteardimonium hectorite,peg-9 polydimethylsiloxyethyl dimethicone,peg-150,peg-8 diisostearate,phenoxyethanol,methylparaben,ethylparaben,phytosteryl macadamiate,sodium citrate,fragrance (parfum),trisodium edta,tocopheryl acetate,stearyl glycyrrhetinate,hydroxyproline,citric acid,sodium metaphosphate,benzyl benzoate,alpha-isomethyl ionone,butylphenyl methylpropional,hexyl cinnamal,linalool,limonene,sodium acetylated hyaluronate,citronellol,geraniol,saccharomyces ferment lysate filtrate,rubus idaeus (raspberry) fruit extract,iron oxides (ci 77492),syzygium jambos leaf extract,iron oxides (ci 77491),tocopherol.']",1,0,1,0,0,0,0,0,0,1,Moisturizers,358,0.12011173184357542
P173726,Facial Cotton,Shiseido,4.828307910606598,13.0,['100% cotton.'],0,0,0,0,0,0,0,0,0,0,Cleansers,2819,0.49698474636395884
P174502,All About Eyes Rich Eye Cream,CLINIQUE,4.145872129112353,37.0,"['water\\aqua\\eau, butyrospermum parkii (shea butter), cetearyl alcohol, butylene glycol, hydrogenated polyisobutene, phenyl trimethicone, polyglyceryl-3 beeswax, polybutene, sucrose, cetyl esters, polymethyl methacrylate, isostearyl neopentanoate, glycerin, cetearyl glucoside, tocopheryl acetate, triticum vulgare (wheat) germ extract, hordeum vulgare (barley) extract\\extrait d’orge, sigesbeckia orientalis (st. paul wort) extract, peg-100 stearate, coleus barbatus extract, betula alba (birch) extract, polysilicone-11, methyl glucose sesquistearate, camellia sinensis (green tea) leaf extract, salvia officinalis (sage) leaf, glyceryl polymethacrylate, yeast extract\\faex\\extrait de levure, gentiana lutea (gentian) root extract, stearic acid, milk protein\\lactis proteinum\\protéine du lait, whey protein\\lactis protein\\protéine du petit-lait, palmitoyl oligopeptide, squalane, magnesium ascorbyl phosphate, cholesterol, caffeine, peg-8, phytosphingosine, acrylates/c10-30 alkyl acrylate crosspolymer, aminomethyl propanol, dimethicone, isomerized linoleic acid, linoleic acid, sodium hyaluronate, 1,2 hexanediol, decarboxy carnosine hcl, potassium sulfate, caprylyl glycol, disodium edta, sodium dehydroacetate, phenoxyethanol, yellow 5 (ci 19140), mica, iron oxides (ci 77491, ci 77492, ci 77499), titanium dioxide (ci 77891).']",0,1,0,1,0,0,0,0,0,1,Eye Care,1611,0.1409062693978895
P188306,Acne Solutions All-Over Clearing Treatment Oil-Free,CLINIQUE,4.01685393258427,26.0,"['water, cyclopentasiloxane, butylene glycol, ceteareth-20, dimethicone, sucrose, camellia sinensis (green tea) leaf extract, hordeum vulgare (barley) extract/extrait d’orge, acetyl glucosamine, lactobacillus ferment, poria cocos sclerotium extract, laminaria saccharina extract, polymethyl methacrylate, gentiana lutea (gentian) root extract, helianthus annuus (sunflower) seedcake, saccharomyces lysate extract, astrocaryum murumuru butter, acrylamide/sodium acryloyldimethyltaurate copolymer, myristyl alcohol, glycerin, zeolite, algae extract, linoleic acid, 10-hydroxydecanoic acid, cucumis sativus (cucumber) fruit extract, caffeine, cholesterol, tocopheryl acetate, bisabolol, longifolene, polysorbate 80, sodium hyaluronate, beta-caryophyllene, propylene glycol dicaprate, capryloyl glycine, quaternium-22, mentha piperita (peppermint), perilla aldehyde, caprylyl glycol, isohexadecane, xanthan gum, disodium edta, chloroxylenol, phenoxyethanol, titanium dioxide (ci 77891).']",0,1,0,0,1,0,0,0,0,1,Treatments,712,0.10533707865168539
P188307,Acne Solutions Clarifying Lotion,CLINIQUE,4.404170804369414,20.0,"['water, alcohol denat., nylon-12, butylene glycol, hamamelis virginiana (witch hazel), laminaria saccharina extract, caffeine, sucrose, glycerin, acetyl glucosamine, sorbitol, sea whip extract, barium sulfate, 10-hydroxydecanoic acid, silica, disodium edta, benzalkonium chloride.']",0,1,0,1,0,0,0,0,0,0,Cleansers,1007,0.20754716981132076
P188309,Acne Solutions Cleansing Foam,CLINIQUE,4.167791706846673,23.5,"['water, glycerin, butylene glycol, sodium methyl cocoyl taurate, sucrose, disodium phosphate, arginine cocoate, laminaria saccharina extract, caffeine, algae extract, cola acuminata (kola) seed extract, sea whip extract, peg/ppg-18/18 dimethicone, sodium hyaluronate, ppg-6-decyltetradeceth-30, lactobacillus ferment, stearamidopropyl dimethylamine, acetyl glucosamine, capryloyl glycine, 10-hydroxydecanoic acid, polyquaternium-7, phospholipids, stearic acid, sodium hydroxide, disodium edta, phenoxyethanol, chloroxylenol.']",0,0,0,0,0,0,0,0,0,1,Cleansers,1037,0.1677917068466731
P196524,Acne Solutions Cleansing Bar For Face and Body,CLINIQUE,4.363834422657952,19.5,"['sodium palmate, sodium cocoate, water, palmitic acid, cocamidopropyl dimethylamine, glyceryl stearate, zea mays (corn) starch, hydrolyzed corn starch, glycerin, caffeine, zinc pca, ppg-26/dimer dilinoleate copolymer, polyquaternium-67, hydrolyzed corn starch octenylsuccinate, sodium chloride, tetrasodium edta, tetrasodium etidronate, chlorphenesin, titanium dioxide (ci 77891) <iln32953>.']",0,0,0,0,0,0,0,0,0,0,Cleansers,459,0.08061002178649238
P196542,City Block Sheer Oil-Free Daily Face Protector Broad Spectrum SPF 25 Primer,CLINIQUE,4.114583333333333,30.0,"['titanium dioxide 7.30%, zinc oxide 6.90%water, trioctyldodecyl citrate, butylene glycol, cyclopentasiloxane, dimethicone, c12-15 alkyl benzoate, steareth-2, stearyl heptanoate, silica, lecithin, ammonium acryloyldimethyltaurate/vp copolymer, gentiana lutea (gentian) root extract, rosmarinus officinalis (rosemary) leaf extract, hordeum vulgare (barley) extract/extrait d’orge, betula alba (birch) bark extract, cucumis sativus (cucumber) fruit extract, laminaria saccharina extract, saccharomyces lysate extract, helianthus annuus (sunflower) seedcake, sodium hyaluronate, sorbitan tristearate, linoleic acid, polyquaternium-51, caprylyl methicone, sorbitol, sodium rna, peg-40 stearate, caprylyl glycol, tocopheryl acetate, phytantriol, stearic acid, hydrogenated lecithin, cellulose, magnesium ascorbyl phosphate, stearyl dimethicone, ascorbyl tocopheryl maleate, nordihydroguaiaretic acid, linolenic acid, pantethine, bisabolol, ceteth-2, peg/ppg-18/18 dimethicone, polyglyceryl-6 polyricinoleate, steareth-20, isopropyl titanium triisostearate, propylene glycol dicaprate, sodium stearate, nylon-12, citric acid, aluminum hydroxide, nylon-6, hexylene glycol, xanthan gum, disodium edta, bht, phenoxyethanol, titanium dioxide (ci 77891), iron oxides (ci 77491, ci 77492, ci 77499) <iln37355>.']",0,0,0,0,0,0,0,0,0,1,Sunscreen,480,0.05
P201439,Redness Solutions Soothing Cleanser,CLINIQUE,4.167247386759582,26.5,"['water, squalane, glycerin, butylene glycol, phenyl trimethicone, ammonium acryloyldimethyltaurate/vp copolymer, avena sativa (oat) kernel extract, cucumis sativus (cucumber) fruit extract, hordeum vulgare (barley) extract/extrait d’orge, sucrose stearate, sea whip extract, cholesterol, helianthus annuus (sunflower) seedcake, chamomilla recutita (matricaria), acetyl glucosamine, lactobacillus ferment, ppg-20 methyl glucose ether, caffeine, propylene glycol dicaprate, caprylyl glycol, stearic acid, sodium chloride, disodium edta, bht, phenoxyethanol, polyaminopropyl biguanide, yellow 5 (ci 19140), green 5 (ci 61570), blue 1 (ci 42090) <iln36792>.']",0,0,0,0,0,0,0,0,0,0,Cleansers,287,0.1602787456445993
P201440,Redness Solutions with Probiotic Technology Daily Relief Cream,CLINIQUE,4.001712328767123,56.0,,0,0,0,0,0,0,0,0,0,0,Moisturizers,584,0.13013698630136986
P202935,Benefiance NutriPerfect Night Cream,Shiseido,4.472222222222222,97.0,"['water(aqua/eau),butylene glycol,glycerin,dimethicone,hydrogenated polyisobutene,glyceryl stearate se,peg-40 stearate,isodecyl neopentanoate,myristyl myristate,mineral oil(paraffinum liquidum/huile minerale),carnosine,limnanthes alba (meadowfoam) seed oil,behenyl alcohol,stearyl alcohol,dimethylacrylamide/sodium acryloyldimethyltaurate crosspolymer,microcrystalline wax(cera microcristallina/cire microcristalline),cetyl alcohol,phenoxyethanol,paraffin,fragrance (parfum),methylparaben,citric acid,sorbitan tristearate,erythritol,tocopheryl acetate,panthenyl ethyl ether,potassium ascorbyl tocopheryl phosphate,butylphenyl methylpropional,sodium metaphosphate,trisodium edta,glucosyl hesperidin,titanium dioxide (ci 77891),limonene,linalool,alpha-isomethyl ionone,geraniol,benzyl benzoate,citronellol,iron oxides (ci 77491),iron oxides (ci 77492),sodium acetylated hyaluronate,aluminum hydroxide,bht,tocopherol.']",1,1,1,0,0,0,0,0,1,1,Moisturizers,36,0.16666666666666666
P203616,Glycol Lactic Radiance Renewal Mask,REN Clean Skincare,4.402182385035074,58.0,"['aqua (water), glycerin, polysorbate 60, lecithin, lactic acid, vitis vinifera (grape) seed oil, ribes nigrum (black currant) seed oil, citrus limon (lemon) fruit extract, xanthan gum, vaccinium macrocarpon (cranberry) seed oil, maltodextrin, sodium lactate, carica papaya (papaya) fruit extract, ananas sativus (pineapple) fruit extract, glyceryl caprylate, passiflora edulis fruit extract, vitis vinifera (grape) fruit extract, parfum* (fragrance), citrus nobilis (mandarin orange) peel oil, citrus grandis (grapefruit) peel oil, citrus tangerina (tangerine) peel oil, citrus aurantium dulcis (orange) flower oil, alcohol denat., benzyl alcohol, phenoxyethanol, potassium sorbate, tocopherol, hippophae rhamnoides oil, helianthus annuus (sunflower) seed oil, rosmarinus officinalis (rosemary) leaf extract, sodium bisulfite, citral, geraniol, limonene, linalool.']",1,1,0,0,0,0,0,0,0,0,Masks,1283,0.1543257989088075
P2043,Brumisateur Natural Mineral Water Facial Spray,Evian,4.393229166666667,14.0,,0,0,0,0,0,0,0,0,0,0,Moisturizers,384,0.2708333333333333
P2046,Brumisateur Natural Mineral Water Facial Spray Travel Trio,Evian,4.681318681318682,23.5,,0,0,0,0,0,0,0,0,0,0,Moisturizers,91,0.2087912087912088
P205614,White Lucent Anti-Dark Circles Eye Cream,Shiseido,3.5892857142857144,65.0,"['water, dimethicone, butylene glycol, glycerin, alcohol, dimethicone/vinyl dimethicone crosspolymer, myristyl myristate, petrolatum, hydrogenated polydecene, behenyl alcohol, cetyl ethylhexanoate, glyceryl stearate se, potassium methoxysalicylate, methyl methacrylate crosspolymer, stearyl alcohol, dimethylacrylamide/sodium acryloyldimethyltaurate crosspolymer, polysorbate 60, peg-40 stearate, tocopheryl acetate, phenoxyethanol, titanium dioxide (ci 77891), fragrance, sorbitan tristearate, trisodium edta, peg-10 dimethicone, sodium citrate, oryzanol, 2-o-ethyl ascorbic acid, mica, silica, xanthan gum, sodium metaphosphate, limonene, citric acid, peg/ppg-14/7 dimethyl ether, aluminum hydroxide, benzyl benzoate, butylphenyl methylpropional, iron oxides (ci 77491), linalool, sodium hyaluronate, citronellol, crataegus monogyna flower extract, tocopherol.']",1,1,0,0,0,0,0,0,1,1,Eye Care,392,0.1760204081632653
